Date,Forecasted_Cost_P50,Best_Case_Cost_P10,Worst_Case_Cost_P90,Provider,Service
2025-10-17 22:47:26.340543,480.5240547500874,318.4235893354047,648.4337793357157,AWS,Compute (EC2)
2025-10-17 22:47:26.340543,149.96701591183185,137.77790917743016,163.05721735191776,AWS,Storage (S3)
2025-10-17 22:47:26.340543,199.84980645858437,168.3048303834905,232.5790777159591,Azure,Networking
2025-10-17 22:47:26.340543,317.2524984367417,203.87595147620522,426.8742088151913,GCP,BigQuery
2025-10-18 22:47:26.340543,344.4101522240119,172.02364009448038,503.0557784200997,AWS,Compute (EC2)
2025-10-18 22:47:26.340543,103.8992267181498,90.78883965848296,116.68897673364967,AWS,Storage (S3)
2025-10-18 22:47:26.340543,138.30180177829538,107.8962654752717,171.22742944977324,Azure,Networking
2025-10-18 22:47:26.340543,197.1755286184141,75.23623948354133,310.97244813113645,GCP,BigQuery
2025-10-19 22:47:26.340543,341.6919527933152,174.9328043452417,508.5420348521474,AWS,Compute (EC2)
2025-10-19 22:47:26.340543,103.8522559097377,91.14165038465073,116.37894939433491,AWS,Storage (S3)
2025-10-19 22:47:26.340543,143.20122907924016,109.08882930568817,173.74309156075097,Azure,Networking
2025-10-19 22:47:26.340543,200.1233952826315,81.51480549230548,313.27924338227456,GCP,BigQuery
2025-10-20 22:47:26.340543,500.39954488554315,331.9713347904186,657.4438995664626,AWS,Compute (EC2)
2025-10-20 22:47:26.340543,144.19612274699222,131.97974605550039,156.87628089027348,AWS,Storage (S3)
2025-10-20 22:47:26.340543,204.83327658258614,172.84110822878074,235.72760400705587,Azure,Networking
2025-10-20 22:47:26.340543,277.28757810880535,160.01961060183345,388.0462315773639,GCP,BigQuery
2025-10-21 22:47:26.340543,472.4685089003683,315.85953816680194,635.850861774911,AWS,Compute (EC2)
2025-10-21 22:47:26.340543,148.29931514759053,135.75483857413747,160.93195035099868,AWS,Storage (S3)
2025-10-21 22:47:26.340543,211.2858090985386,180.2231871124502,243.2595816588983,Azure,Networking
2025-10-21 22:47:26.340543,325.3426594533412,215.7519127837309,433.1392769844524,GCP,BigQuery
2025-10-22 22:47:26.340543,494.8002969518716,329.1657540024698,663.2667295541107,AWS,Compute (EC2)
2025-10-22 22:47:26.340543,150.03423925705295,137.72612808417082,162.18397728160022,AWS,Storage (S3)
2025-10-22 22:47:26.340543,212.35276572301473,180.0707529558086,244.8036512644058,Azure,Networking
2025-10-22 22:47:26.340543,290.5954171155547,174.60461788325506,406.59147100109215,GCP,BigQuery
2025-10-23 22:47:26.340543,554.3927456262512,381.47335086714594,721.7866225541137,AWS,Compute (EC2)
2025-10-23 22:47:26.340543,147.48382381511965,134.67984168091476,160.13126086351753,AWS,Storage (S3)
2025-10-23 22:47:26.340543,208.12148385874838,175.87058164625293,242.0730267904167,Azure,Networking
2025-10-23 22:47:26.340543,263.0030638953695,139.1487802855557,380.1511799634186,GCP,BigQuery
2025-10-24 22:47:26.340543,481.89066177095145,316.4515478237466,640.898757267884,AWS,Compute (EC2)
2025-10-24 22:47:26.340543,150.10805346564155,136.46711189086224,162.32444988827203,AWS,Storage (S3)
2025-10-24 22:47:26.340543,199.58867850339976,166.4651796051194,232.81423278354052,Azure,Networking
2025-10-24 22:47:26.340543,317.59582817306426,201.2449898758899,435.69695285941003,GCP,BigQuery
2025-10-25 22:47:26.340543,345.77675953196353,179.68340706751363,502.80413814733674,AWS,Compute (EC2)
2025-10-25 22:47:26.340543,104.04026425920576,90.61372049092313,115.37585512810527,AWS,Storage (S3)
2025-10-25 22:47:26.340543,138.04067382873345,105.87811800986901,170.50005311523066,Azure,Networking
2025-10-25 22:47:26.340543,197.5188583432095,80.84662304878718,315.6328773130373,GCP,BigQuery
2025-10-26 22:47:26.340543,343.05856038842865,185.89127022698273,512.7517905864058,AWS,Compute (EC2)
2025-10-26 22:47:26.340543,103.99329343809444,91.37881025933046,116.19719141313516,AWS,Storage (S3)
2025-10-26 22:47:26.340543,142.94010113536487,111.92221982013736,178.02122019194837,Azure,Networking
2025-10-26 22:47:26.340543,200.4667249961097,81.40250413388888,318.40773289746386,GCP,BigQuery
2025-10-27 22:47:26.340543,501.7661527675807,331.8806789692875,655.0518519031879,AWS,Compute (EC2)
2025-10-27 22:47:26.340543,144.33716026255996,131.47816760850307,156.46443016748836,AWS,Storage (S3)
2025-10-27 22:47:26.340543,204.57214864427954,172.31306056110142,238.09119174713229,Azure,Networking
2025-10-27 22:47:26.340543,277.63090781077483,164.63268306664918,393.3826143210633,GCP,BigQuery
2025-10-28 22:47:26.340543,473.83511706949184,313.2591280811144,637.142831203165,AWS,Compute (EC2)
2025-10-28 22:47:26.340543,148.4403526503772,136.12972454706565,160.88895944949175,AWS,Storage (S3)
2025-10-28 22:47:26.340543,211.0246811658137,176.87303103931725,243.56999241591427,Azure,Networking
2025-10-28 22:47:26.340543,325.68598914374667,207.011197407748,446.4887635282907,GCP,BigQuery
2025-10-29 22:47:26.340543,496.16690565165817,331.88102881171073,656.6598986146586,AWS,Compute (EC2)
2025-10-29 22:47:26.340543,150.17527675364158,137.54393660771998,162.35057398561395,AWS,Storage (S3)
2025-10-29 22:47:26.340543,212.09163779325547,181.82524293512782,246.30077523573357,Azure,Networking
2025-10-29 22:47:26.340543,290.93874678156993,168.8054411396953,401.50136094111707,GCP,BigQuery
2025-10-30 22:47:26.340543,555.7593545699974,384.5807754102455,713.6084540462011,AWS,Compute (EC2)
2025-10-30 22:47:26.340543,147.62486131831446,134.84292625911286,159.83204809049457,AWS,Storage (S3)
2025-10-30 22:47:26.340543,207.86035592641403,175.87784092577107,237.80047777477515,Azure,Networking
2025-10-30 22:47:26.340543,263.3463935484726,149.3161237416413,368.42932727267237,GCP,BigQuery
2025-10-31 22:47:26.340543,483.2572709582877,313.87752231881217,645.1821120083273,AWS,Compute (EC2)
2025-10-31 22:47:26.340543,150.24909097540416,137.8116431519589,163.08557022439206,AWS,Storage (S3)
2025-10-31 22:47:26.340543,199.32755056842907,167.1128428225916,233.25110990390996,Azure,Networking
2025-10-31 22:47:26.340543,317.93915781335187,199.28812674303606,430.6144591047946,GCP,BigQuery
2025-11-01 22:47:26.340543,347.1433689629902,182.69202094512607,511.7540653510202,AWS,Compute (EC2)
2025-11-01 22:47:26.340543,104.18130177550391,91.74405088232918,115.80046923309195,AWS,Storage (S3)
2025-11-01 22:47:26.340543,137.77954589110348,104.28737033606734,168.52670507023382,Azure,Networking
2025-11-01 22:47:26.340543,197.86218797056878,81.23049791342761,311.22234570557464,GCP,BigQuery
2025-11-02 22:47:26.340543,344.4251700629586,176.46164694999015,504.45851688839537,AWS,Compute (EC2)
2025-11-02 22:47:26.340543,104.13433096093446,91.3649310628411,115.51196823255432,AWS,Storage (S3)
2025-11-02 22:47:26.340543,142.6789731950362,110.44905084124404,171.75588627172894,Azure,Networking
2025-11-02 22:47:26.340543,200.8100546105472,81.40448750246725,322.36823719047607,GCP,BigQuery
2025-11-03 22:47:26.340543,503.132762693013,347.9195536029668,654.7525951102399,AWS,Compute (EC2)
2025-11-03 22:47:26.340543,144.47819777242844,131.9256888123812,158.03860603379044,AWS,Storage (S3)
2025-11-03 22:47:26.340543,204.31102070013736,171.81420813116327,237.3340514784123,Azure,Networking
2025-11-03 22:47:26.340543,277.9742374363133,170.52052131336228,396.86227577409414,GCP,BigQuery
2025-11-04 22:47:26.340543,475.20172724524656,304.39929222601864,632.2740027627017,AWS,Compute (EC2)
2025-11-04 22:47:26.340543,148.58139014717398,136.5468938832108,160.32224225582718,AWS,Storage (S3)
2025-11-04 22:47:26.340543,210.76355321767625,177.6246938216501,245.50646876263903,Azure,Networking
2025-11-04 22:47:26.340543,326.02931878022156,205.27933352932337,442.94415837497274,GCP,BigQuery
2025-11-05 22:47:26.340543,497.53351583404867,337.59489363854294,666.8976538383893,AWS,Compute (EC2)
2025-11-05 22:47:26.340543,150.31631423079804,137.45240841574412,163.0622010070095,AWS,Storage (S3)
2025-11-05 22:47:26.340543,211.83050984375453,181.0289543740737,245.12250337920062,Azure,Networking
2025-11-05 22:47:26.340543,291.2820764418957,184.2823183734942,408.1820899555376,GCP,BigQuery
2025-11-06 22:47:26.340543,557.1259647589079,398.39426355995687,709.5893013075604,AWS,Compute (EC2)
2025-11-06 22:47:26.340543,147.76589877581466,135.54042732192,160.50605130658892,AWS,Storage (S3)
2025-11-06 22:47:26.340543,207.59922797552662,176.5046973286419,239.6575425156806,Azure,Networking
2025-11-06 22:47:26.340543,263.6897232326866,154.92221800359346,383.2150573147111,GCP,BigQuery
2025-11-07 22:47:26.340543,484.6238811542639,318.5254201870154,659.7506892430193,AWS,Compute (EC2)
2025-11-07 22:47:26.340543,150.39012841331711,137.68024522965598,163.00865313517323,AWS,Storage (S3)
2025-11-07 22:47:26.340543,199.06642261629077,167.8202387954299,230.61918649551797,Azure,Networking
2025-11-07 22:47:26.340543,318.28248752140576,193.66853610577513,435.6100949852813,GCP,BigQuery
2025-11-08 22:47:26.340543,348.50997916505884,183.56289190215713,509.7297910857838,AWS,Compute (EC2)
2025-11-08 22:47:26.340543,104.32233919364043,91.50753354893101,116.85484568566297,AWS,Storage (S3)
2025-11-08 22:47:26.340543,137.5184179374035,104.7968667858606,168.52616236838634,Azure,Networking
2025-11-08 22:47:26.340543,198.20551770218367,76.94956555283758,312.3689673714397,GCP,BigQuery
2025-11-09 22:47:26.340543,345.792846867208,188.931869593436,507.36520535913695,AWS,Compute (EC2)
2025-11-09 22:47:26.340543,104.27536836883922,91.18440250890852,116.869332739372,AWS,Storage (S3)
2025-11-09 22:47:26.340543,142.41784524142085,109.42780454716241,172.71113654625805,Azure,Networking
2025-11-09 22:47:26.340543,201.15338438086138,86.14584587985702,322.0976064949021,GCP,BigQuery
2025-11-10 22:47:26.340543,504.5015060925599,327.5779107859582,676.8142924487578,AWS,Compute (EC2)
2025-11-10 22:47:26.340543,144.61923518975522,132.59455805338285,156.36943814150624,AWS,Storage (S3)
2025-11-10 22:47:26.340543,204.04989274796,172.16742453839632,235.42051382467957,Azure,Networking
2025-11-10 22:47:26.340543,278.31756722165665,166.60628004183627,394.8755544565668,GCP,BigQuery
2025-11-11 22:47:26.340543,476.5715372401086,328.31615452198844,640.4107018339988,AWS,Compute (EC2)
2025-11-11 22:47:26.340543,148.72242757377342,135.53438511719614,161.71001693434033,AWS,Storage (S3)
2025-11-11 22:47:26.340543,210.50242526677292,176.7295594217992,242.4260273992748,Azure,Networking
2025-11-11 22:47:26.340543,326.3726485800284,206.77282509931644,442.46447020340673,GCP,BigQuery
2025-11-12 22:47:26.340543,498.90439242440283,346.42124381222555,671.405440520298,AWS,Compute (EC2)
2025-11-12 22:47:26.340543,150.45735166676013,137.5755432064959,163.0472093946963,AWS,Storage (S3)
2025-11-12 22:47:26.340543,211.56938189423488,179.78141571566334,245.46353933602563,Azure,Networking
2025-11-12 22:47:26.340543,291.625406256403,178.98940908969286,410.6932502109494,GCP,BigQuery
2025-11-13 22:47:26.340543,558.4979079444087,386.45282321091395,714.7919509635997,AWS,Compute (EC2)
2025-11-13 22:47:26.340543,147.90693622111078,136.6329192518426,160.75706752637737,AWS,Storage (S3)
2025-11-13 22:47:26.340543,207.33810002736604,174.16752192699138,238.66417092597376,Azure,Networking
2025-11-13 22:47:26.340543,264.0330530619579,144.4443324086974,385.6437441413694,GCP,BigQuery
2025-11-14 22:47:26.340543,485.99689093517316,329.241166288842,654.0997909258648,AWS,Compute (EC2)
2025-11-14 22:47:26.340543,150.53116586800306,138.64026035372822,163.7648646051589,AWS,Storage (S3)
2025-11-14 22:47:26.340543,198.80529466951523,165.71750856383565,229.63882992207857,Azure,Networking
2025-11-14 22:47:26.340543,318.62581736556365,195.64808766151398,436.232695208978,GCP,BigQuery
2025-11-15 22:47:26.340543,349.88405572460283,189.3643310288117,506.77534757732667,AWS,Compute (EC2)
2025-11-15 22:47:26.340543,104.4633766561975,91.83946579396635,117.10687458643858,AWS,Storage (S3)
2025-11-15 22:47:26.340543,137.25729000169034,106.28503509144635,172.2872476886169,Azure,Networking
2025-11-15 22:47:26.340543,198.54884755616598,82.40825399542048,314.62802927815295,GCP,BigQuery
2025-11-16 22:47:26.340543,347.1669236101886,185.20598605233346,518.219596077378,AWS,Compute (EC2)
2025-11-16 22:47:26.340543,104.41640582994657,92.29415665633746,116.59805637191388,AWS,Storage (S3)
2025-11-16 22:47:26.340543,142.1567173154466,109.30146470770218,174.2600572128762,Azure,Networking
2025-11-16 22:47:26.340543,201.4967142299759,85.45214796604706,311.6313457407825,GCP,BigQuery
2025-11-17 22:47:26.340543,505.87558301882956,334.8871334063966,679.7968526043852,AWS,Compute (EC2)
2025-11-17 22:47:26.340543,144.7602726493717,132.293689486344,157.13096512031967,AWS,Storage (S3)
2025-11-17 22:47:26.340543,203.7887648316642,171.50946369951455,236.39653168975246,Azure,Networking
2025-11-17 22:47:26.340543,278.6608970657934,159.34201303421628,402.57984263263177,GCP,BigQuery
2025-11-18 22:47:26.340543,477.9456143497516,319.80848474167556,646.7812372347963,AWS,Compute (EC2)
2025-11-18 22:47:26.340543,148.86346503194275,136.75387277863553,162.4653597128518,AWS,Storage (S3)
2025-11-18 22:47:26.340543,210.24129736020268,178.50546312255625,242.79127213133793,Azure,Networking
2025-11-18 22:47:26.340543,326.7159784193152,204.43556969342896,449.80188457086433,GCP,BigQuery
2025-11-19 22:47:26.340543,500.2784697173326,331.30046319123574,644.6001391871305,AWS,Compute (EC2)
2025-11-19 22:47:26.340543,150.5983891234266,137.62670014414238,163.42819047207504,AWS,Storage (S3)
2025-11-19 22:47:26.340543,211.30825399732922,180.81292963328065,241.6062647895231,Azure,Networking
2025-11-19 22:47:26.340543,291.96873609058525,174.67801998483782,414.2999095168353,GCP,BigQuery
2025-11-20 22:47:26.340543,559.871985478699,397.5428060607478,729.556273869454,AWS,Compute (EC2)
2025-11-20 22:47:26.340543,148.04797366413823,134.55765346519453,159.9801622942127,AWS,Storage (S3)
2025-11-20 22:47:26.340543,207.07697214427895,173.97221790462655,238.93926957720853,Azure,Networking
2025-11-20 22:47:26.340543,264.37638289395414,149.2455991241326,377.6367101250161,GCP,BigQuery
2025-11-21 22:47:26.340543,487.37096871058475,330.43303706923274,655.9788366800705,AWS,Compute (EC2)
2025-11-21 22:47:26.340543,150.67220329730736,137.3423460596451,163.3397790386494,AWS,Storage (S3)
2025-11-21 22:47:26.340543,198.54416680014376,166.84185275056078,231.39578295863362,Azure,Networking
2025-11-21 22:47:26.340543,318.9691471952103,203.32238792673286,434.32660611726016,GCP,BigQuery
2025-11-22 22:47:26.340543,351.2581335583566,187.54774397951408,514.1334845395108,AWS,Compute (EC2)
2025-11-22 22:47:26.340543,104.60441407336066,91.48834663269355,116.51144871440361,AWS,Storage (S3)
2025-11-22 22:47:26.340543,136.99616213648838,103.54678733578491,169.37490233652525,Azure,Networking
2025-11-22 22:47:26.340543,198.89217738837766,85.85354168900272,304.7456975433065,GCP,BigQuery
2025-11-23 22:47:26.340543,348.5410015022421,184.8591480491758,498.7122326741551,AWS,Compute (EC2)
2025-11-23 22:47:26.340543,104.55744323499574,92.8151398854552,116.79153689203774,AWS,Storage (S3)
2025-11-23 22:47:26.340543,141.8955894544418,108.7210359621604,173.31860821077834,Azure,Networking
2025-11-23 22:47:26.340543,201.84004406497206,90.56067318601445,317.57781758224127,GCP,BigQuery
2025-11-24 22:47:26.340543,507.2496609686219,351.92087153406936,679.5141473682972,AWS,Compute (EC2)
2025-11-24 22:47:26.340543,144.90131004212287,132.23122033158924,157.35473182674,AWS,Storage (S3)
2025-11-24 22:47:26.340543,203.52763697458875,172.48766790310336,235.8503082784541,Azure,Networking
2025-11-24 22:47:26.340543,279.00422690310205,160.17696622917717,396.3142882488358,GCP,BigQuery
2025-11-25 22:47:26.340543,479.31969235786437,321.9345807493355,633.4790066168414,AWS,Compute (EC2)
2025-11-25 22:47:26.340543,149.0045024125873,135.83942191926056,162.2221280021192,AWS,Storage (S3)
2025-11-25 22:47:26.340543,209.98016950735175,178.27449232935572,241.37945346626577,Azure,Networking
2025-11-25 22:47:26.340543,327.05930825949906,210.72183689967662,437.32874455794837,GCP,BigQuery
2025-11-26 22:47:26.340543,501.65254782139385,338.5034512217485,659.962373675879,AWS,Compute (EC2)
2025-11-26 22:47:26.340543,150.739426469889,138.03157745164003,163.02174668467603,AWS,Storage (S3)
2025-11-26 22:47:26.340543,211.04712645844327,181.295512041753,245.64494787961527,Azure,Networking
2025-11-26 22:47:26.340543,292.31206597575454,179.34496589488623,409.1612504945528,GCP,BigQuery
2025-11-27 22:47:26.340543,561.246063620514,403.8654519566848,718.3628934127145,AWS,Compute (EC2)
2025-11-27 22:47:26.340543,148.18901098862293,135.79855806032566,160.91699157285262,AWS,Storage (S3)
2025-11-27 22:47:26.340543,206.81584491527144,174.9378633537961,236.82009120087133,Azure,Networking
2025-11-27 22:47:26.340543,264.71971282161803,143.48098259729295,383.57375983619545,GCP,BigQuery
2025-11-28 22:47:26.340543,488.7450468900362,323.0214583892511,655.312660432072,AWS,Compute (EC2)
2025-11-28 22:47:26.340543,150.8132405997952,137.7330290376483,163.52432108602193,AWS,Storage (S3)
2025-11-28 22:47:26.340543,198.28303988098864,166.91280718315042,227.61977990088437,Azure,Networking
2025-11-28 22:47:26.340543,319.3124771653135,200.05271121256976,440.8697414109286,GCP,BigQuery
2025-11-29 22:47:26.340543,352.6322117758775,180.89826135606862,522.9785040595049,AWS,Compute (EC2)
2025-11-29 22:47:26.340543,104.7454513539791,92.162539982164,116.69110659379041,AWS,Storage (S3)
2025-11-29 22:47:26.340543,136.73503552735252,106.98736181966923,169.13016091030795,Azure,Networking
2025-11-29 22:47:26.340543,199.23550740131407,79.64973126550606,316.44619233853257,GCP,BigQuery
2025-11-30 22:47:26.340543,349.91507975727257,184.95492109221772,523.348202105762,AWS,Compute (EC2)
2025-11-30 22:47:26.340543,104.69848049356798,92.9712519383995,117.41281302969757,AWS,Storage (S3)
2025-11-30 22:47:26.340543,141.63446315510618,109.28497205217546,175.93733734761832,Azure,Networking
2025-11-30 22:47:26.340543,202.18337412019775,81.94517109399715,304.94313436602664,GCP,BigQuery
2025-12-01 22:47:26.340543,508.62373926132125,338.01573111560054,667.6884971662826,AWS,Compute (EC2)
2025-12-01 22:47:26.340543,145.04234727864846,132.4645400993882,156.9814815525319,AWS,Storage (S3)
2025-12-01 22:47:26.340543,203.2665109850531,170.97470881984717,239.02055939995705,Azure,Networking
2025-12-01 22:47:26.340543,279.3475570006484,157.7525960070406,398.13923494315003,GCP,BigQuery
2025-12-02 22:47:26.340543,480.69377068028905,306.6858606635701,639.7683082780998,AWS,Compute (EC2)
2025-12-02 22:47:26.340543,149.14553961227634,136.51864542059522,161.0539319667985,AWS,Storage (S3)
2025-12-02 22:47:26.340543,209.71904383048852,175.15226684841915,240.04601143873197,Azure,Networking
2025-12-02 22:47:26.340543,327.4026383747972,212.00720470965007,439.7574662919331,GCP,BigQuery
2025-12-03 22:47:26.340543,503.0266261357899,343.0294179844934,669.4280957078078,AWS,Compute (EC2)
2025-12-03 22:47:26.340543,150.8804636548029,139.39602192616837,162.70539208021566,AWS,Storage (S3)
2025-12-03 22:47:26.340543,210.78600078446465,179.7088789144521,243.65880644786523,Azure,Networking
2025-12-03 22:47:26.340543,292.65539606669495,176.0979712154483,413.91738086808766,GCP,BigQuery
2025-12-04 22:47:26.340543,562.6201419268393,402.4102778429068,736.0103821572463,AWS,Compute (EC2)
2025-12-04 22:47:26.340543,148.33004815871786,135.65688145747967,160.62531513079395,AWS,Storage (S3)
2025-12-04 22:47:26.340543,206.5547192441287,175.179535235288,239.81809605462584,Azure,Networking
2025-12-04 22:47:26.340543,265.06304288808474,148.5238050408892,383.3913408959657,GCP,BigQuery
2025-12-05 22:47:26.340543,490.1191251883093,334.21150471286364,651.2305073380961,AWS,Compute (EC2)
2025-12-05 22:47:26.340543,150.95427775504382,137.8957744980538,164.15261843120965,AWS,Storage (S3)
2025-12-05 22:47:26.340543,198.02191421265476,167.27111964228322,229.25631300434924,Azure,Networking
2025-12-05 22:47:26.340543,319.6558072071086,205.51571116430952,439.92055923748364,GCP,BigQuery
2025-12-06 22:47:26.340543,354.00629006617925,184.2909067750784,513.1893550232294,AWS,Compute (EC2)
2025-12-06 22:47:26.340543,104.88648849438489,92.51104608116287,116.92268359301947,AWS,Storage (S3)
